id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
33337073,Serviced apartment in Cambridge · ★4.62 · 3 bedrooms · 4 beds · 2 baths,43450256,Steve,,East Cambridge,42.37086,-71.07704,Entire home/apt,196,5,161,2023-12-08,2.79,52,326,44,
33340302,Serviced apartment in Cambridge · ★4.66 · 3 bedrooms · 5 beds · 2 baths,43450256,Steve,,East Cambridge,42.37051,-71.07894,Entire home/apt,226,4,186,2023-12-11,3.23,52,339,35,
33341290,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Agassiz,42.38547,-71.1168,Entire home/apt,112,32,0,,,162,365,0,
33374476,Condo in Cambridge · 3 bedrooms · 3 beds · 1 bath,246448509,Emily,,Wellington-Harrington,42.37125,-71.08957,Entire home/apt,210,91,0,,,2,0,0,
33483321,Guest suite in Cambridge · Studio · 3 beds · 1 bath,51692157,Tina,,North Cambridge,42.38902,-71.12048,Entire home/apt,,91,0,,,1,0,0,
33551653,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,Area 2/MIT,42.36288,-71.08784,Entire home/apt,271,32,0,,,162,207,0,
33596731,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Area 2/MIT,42.362881,-71.08784,Entire home/apt,200,32,1,2023-01-15,0.09,162,232,1,
33692520,Rental unit in Cambridge · ★4.33 · 1 bedroom · 1 bed · 1 shared bath,9928124,Zayetta,,Agassiz,42.37835,-71.11092,Private room,70,91,3,2023-08-31,0.06,2,365,1,
33789540,Townhouse in Cambridge · ★4.63 · 4 bedrooms · 4 beds · 1 bath,254916391,Tang,,Mid-Cambridge,42.37227,-71.11513,Entire home/apt,234,1,102,2023-12-10,1.79,1,261,40,C0201270491
34057584,Rental unit in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 bath,176766689,Carol,,Cambridgeport,42.35815,-71.10907,Entire home/apt,175,4,14,2023-10-22,0.27,1,40,4,C0183840491
34397691,Home in Cambridge · 2 bedrooms · 1 bed · 1 bath,168035838,Kathleen,,The Port,42.36762,-71.0956,Entire home/apt,228,91,0,,,1,90,0,
34664077,Rental unit in Cambridge · ★4.87 · 1 bedroom · 1 bed · 1 bath,66604416,Toby & Quinn,,Cambridgeport,42.3557,-71.11004,Entire home/apt,199,1,356,2023-12-04,6.33,4,78,20,STR-218159
34785693,Rental unit in Cambridge · ★4.90 · 2 bedrooms · 2 beds · 1 bath,66604416,Toby & Quinn,,Cambridgeport,42.35717,-71.11185,Entire home/apt,190,1,450,2023-12-21,8.02,4,161,98,STR-146980
34944649,Rental unit in Cambridge · ★4.93 · 1 bedroom · 3 beds · 1 bath,66604416,Toby & Quinn,,Cambridgeport,42.35771,-71.10983,Entire home/apt,173,1,334,2023-12-22,5.98,4,0,22,STR-218159
35060349,Home in Cambridge · ★4.90 · 2 bedrooms · 2 beds · 1 bath,11982406,Maggie,,Cambridgeport,42.36137,-71.111,Entire home/apt,225,90,20,2023-07-09,0.39,2,218,3,
35187780,Home in Cambridge · 5 bedrooms · 7 beds · 4.5 baths,66084479,Catherine,,Riverside,42.36555,-71.108,Entire home/apt,250,91,0,,,1,0,0,SRT-5014
35333477,Rental unit in Cambridge · ★4.71 · 1 bedroom · 2 beds · 1 private bath,51079261,Riverside,,Mid-Cambridge,42.36913,-71.1067,Private room,,1,7,2020-09-20,0.13,23,0,0,10863
35635231,Condo in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 bath,8029934,Stuart,,Neighborhood Nine,42.38482,-71.11952,Entire home/apt,,3,41,2023-11-23,0.75,1,0,13,STR-213949
36197065,Townhouse in Cambridge · ★5.0 · 4 bedrooms · 4 beds · 3.5 baths,6499961,Brian,,Mid-Cambridge,42.37447,-71.11327,Entire home/apt,1312,5,11,2023-07-21,0.20,1,251,2,C0193730491
36622151,Rental unit in Cambridge · ★4.80 · 5 bedrooms · 5 beds · 2 baths,266312920,STARS Of,,North Cambridge,42.39446,-71.1343,Entire home/apt,205,30,5,2023-12-01,0.52,6,356,5,
36769756,Rental unit in Cambridge · ★4.89 · 4 bedrooms · 5 beds · 2 baths,250597522,Cynthia,,North Cambridge,42.39188,-71.13099,Entire home/apt,402,1,148,2023-12-10,3.05,2,0,47,STR-59484
36795444,Condo in Cambridge · 2 bedrooms · 2 beds · 1 bath,45016784,Yan,,East Cambridge,42.36989,-71.08437,Entire home/apt,,32,2,2021-05-22,0.06,2,0,0,
37010665,Rental unit in Cambridge · ★4.96 · Studio · 1 bed · 1 bath,14438532,Ana & Ryan,,Neighborhood Nine,42.38376,-71.11991,Entire home/apt,,5,45,2023-08-24,0.85,1,0,13,STR-52032
37142306,Rental unit in Cambridge · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,,Mid-Cambridge,42.37025,-71.10849,Entire home/apt,280,32,0,,,162,0,0,
37460222,Bed and breakfast in Cambridge · ★4.64 · 1 bedroom · 1 bed · 1 shared bath,41097805,J. Michael,,Mid-Cambridge,42.37163,-71.11448,Private room,68,1,11,2020-02-19,0.21,1,0,0,
37684393,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,56845328,George,,Strawberry Hill,42.37703,-71.14923,Private room,29,91,0,,,1,0,0,
37696869,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Mid-Cambridge,42.37025,-71.10849,Entire home/apt,170,32,1,2020-11-01,0.03,162,229,0,
37931659,Rental unit in Cambridge · ★4.99 · 1 bedroom · 2 beds · 1 bath,37435930,Danny,,Riverside,42.36636734008789,-71.10938262939453,Entire home/apt,164,1,180,2023-12-11,3.49,1,281,44,STR-54175
38360503,Rental unit in Cambridge · ★3.50 · 1 bedroom · 1 bed · 1 shared bath,252615703,M&M,,Mid-Cambridge,42.37487,-71.11385,Private room,130,91,8,2019-11-03,0.15,3,0,0,
38435661,Rental unit in Cambridge · ★3.88 · 1 bedroom · 1 bed · 1 shared bath,252615703,M&M,,Mid-Cambridge,42.3719,-71.11117,Shared room,65,91,8,2019-10-26,0.15,3,0,0,
38492542,Rental unit in Cambridge · ★3.50 · 1 bedroom · 1 bed · 1 shared bath,252615703,M&M,,Mid-Cambridge,42.3733,-71.11213,Private room,140,91,4,2019-11-03,0.08,3,0,0,
38822539,Home in Cambridge · ★4.96 · 2 bedrooms · 2 beds · 1 private bath,140051530,Beth,,Agassiz,42.38101,-71.11977,Private room,321,2,82,2023-11-05,1.61,4,171,23,
38823935,Home in Cambridge · ★4.97 · 1 bedroom · 1 bed · 1 shared bath,140051530,Beth,,Agassiz,42.3809,-71.11797,Private room,160,2,92,2023-11-13,1.80,4,0,38,
38849280,Rental unit in Cambridge · ★4.85 · 3 bedrooms · 3 beds · 2 baths,297454277,Michael,,Mid-Cambridge,42.37259,-71.09983,Entire home/apt,350,2,124,2023-11-25,2.41,1,270,60,STR-61356
38915459,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.36683499999999,-71.08217200000001,Entire home/apt,298,32,0,,,162,242,0,
38960050,Home in Cambridge · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,140051530,Beth,,Neighborhood Nine,42.38118,-71.12003,Private room,115,2,152,2023-12-03,2.96,4,163,45,
38960329,Home in Cambridge · ★4.94 · 1 bedroom · 1 bed · 1 shared bath,140051530,Beth,,Agassiz,42.38093,-71.11777,Private room,150,2,138,2023-11-17,2.70,4,170,45,
39608947,Rental unit in Cambridge · ★4.40 · 2 bedrooms · 3 beds · 1 bath,1152305,Greg,,Cambridgeport,42.364,-71.1018,Entire home/apt,160,30,10,2023-02-05,0.22,2,116,1,
39728795,Home in Cambridge · ★4.85 · 2 bedrooms · 3 beds · 2 baths,26102116,Bob,,North Cambridge,42.39382,-71.13219,Entire home/apt,220,3,80,2023-12-17,1.64,1,89,24,STR-110932
39747422,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,The Port,42.36475,-71.09994,Entire home/apt,227,32,0,,,162,349,0,
39747612,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36475,-71.09994,Entire home/apt,209,32,1,2023-09-08,0.27,162,330,1,
39896724,Rental unit in Cambridge · ★4.87 · 3 bedrooms · 3 beds · 1 bath,30490587,Young Jae,,East Cambridge,42.370282103573736,-71.08637326391181,Entire home/apt,302,2,74,2023-10-29,1.55,1,0,26,C0222850491
39908320,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Agassiz,42.385473,-71.116802,Entire home/apt,249,32,0,,,162,207,0,
39908417,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Mid-Cambridge,42.37025,-71.10849,Entire home/apt,168,32,0,,,162,234,0,
39918089,Rental unit in Cambridge · ★4.90 · 3 bedrooms · 4 beds · 2 baths,250597522,Cynthia,,North Cambridge,42.39382,-71.13258,Entire home/apt,399,1,86,2023-12-26,1.78,2,344,31,STR-59485
40552282,Rental unit in Cambridge · ★5.0 · 5 bedrooms · 5 beds · 2 baths,96961013,Deb,,North Cambridge,42.39327,-71.13524,Entire home/apt,224,30,5,2023-12-10,0.16,1,356,4,
40564625,Rental unit in Cambridge · ★4.50 · 3 bedrooms · 3 beds · 1.5 baths,31340713,Kama,,Riverside,42.36493,-71.11236,Entire home/apt,321,30,4,2023-08-26,0.48,6,0,4,
40886365,Rental unit in Cambridge · ★4.99 · 2 bedrooms · 2 beds · 1 bath,78446576,Jessica,,Neighborhood Nine,42.3858,-71.13694,Entire home/apt,280,2,85,2023-12-26,2.11,1,0,59,STR-77762
41056764,Rental unit in Cambridge · 1 bedroom · 1 bed · 1.5 shared baths,320886104,Chet,,Cambridgeport,42.36265,-71.102,Private room,65,4,0,,,1,0,0,
41223077,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Area 2/MIT,42.362881,-71.08784,Entire home/apt,295,32,0,,,162,64,0,
41273964,Boutique hotel in Cambridge · 1 bedroom · 1 bed · 1 shared bath,1000338,Cambridge,,Agassiz,42.37736,-71.11155,Private room,54,91,0,,,2,0,0,
41288141,Boutique hotel in Cambridge · 1 bedroom · 1 bed · 1 private bath,1000338,Cambridge,,Agassiz,42.3782,-71.11088,Private room,60,91,0,,,2,0,0,
41379642,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,3406022,Jamie,,Cambridgeport,42.35748,-71.11263,Entire home/apt,,5,0,,,1,0,0,Str-63143
41740740,Home in Cambridge · 1 bedroom · 1 bed · 1 shared bath,222601907,Agel,,The Port,42.36813,-71.09585,Private room,75,30,0,,,1,0,0,STR-62909
41998167,Rental unit in Cambridge · ★4.92 · 2 bedrooms · 3 beds · 1 bath,43450256,Steve,,East Cambridge,42.36899,-71.07841,Entire home/apt,28,30,12,2023-09-18,0.26,52,248,4,
42089092,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,251,32,0,,,162,0,0,
42116124,Rental unit in Cambridge · 1 bedroom · 1 bath,19788941,Jean Manuel,,The Port,42.36916,-71.09616,Private room,149,91,2,2023-02-01,0.05,6,207,1,
42231352,Condo in Cambridge · ★5.0 · 3 bedrooms · 4 beds · 2 baths,216438589,Laurie,,The Port,42.36843,-71.10063,Entire home/apt,285,30,3,2023-07-29,0.17,1,266,1,
42357558,Rental unit in Cambridge · ★4.64 · 2 bedrooms · 3 beds · 1 bath,43450256,Steve,,East Cambridge,42.36754,-71.07835,Entire home/apt,26,30,11,2023-07-27,0.30,52,245,4,
42946067,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,210,32,1,2023-02-12,0.09,162,257,1,
43374919,Condo in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 private bath,4312251,Sarah,,Neighborhood Nine,42.3887,-71.12803,Private room,115,2,4,2023-06-26,0.20,2,61,1,
44110709,Rental unit in Cambridge · ★5.0 · 3 bedrooms · 4 beds · 2 baths,43450256,Steve,,East Cambridge,42.3725,-71.07752,Entire home/apt,,1,3,2021-05-02,0.08,52,0,0,
44208136,Rental unit in Cambridge · ★4.98 · 2 bedrooms · 3 beds · 1 bath,254174375,John,,Strawberry Hill,42.37538,-71.15105,Entire home/apt,205,1,111,2023-12-10,2.96,1,0,37,99597
44378435,Rental unit in Cambridge · 4 bedrooms · 6 beds · 2 baths,43450256,Steve,,East Cambridge,42.36689,-71.07855,Entire home/apt,55,30,0,,,52,247,0,
44473794,Rental unit in Cambridge · 1 bedroom · 1 shared bath,19788941,Jean Manuel,,The Port,42.3644,-71.09606,Private room,110,91,2,2022-05-03,0.08,6,236,0,
44696536,Rental unit in Cambridge · ★4.80 · 1 bedroom · 1 bed · 1 bath,306298200,Nicole,,West Cambridge,42.3813,-71.12948,Entire home/apt,,30,15,2022-08-09,0.39,1,0,0,
44952411,Condo in Cambridge · ★4.73 · 1 bedroom · 1 bed · 1 bath,81038,Louisa,,Mid-Cambridge,42.3677,-71.10584,Entire home/apt,101,28,15,2023-11-18,0.39,8,66,2,
45034782,Condo in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 bath,81038,Louisa,,Mid-Cambridge,42.3677,-71.10584,Entire home/apt,125,28,11,2023-12-08,0.32,8,36,5,
45054510,Home in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,7848820,Kris,,Mid-Cambridge,42.37092,-71.10102,Private room,146,29,8,2022-10-10,0.29,15,271,0,STR-148098
45085165,Rental unit in Somerville · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,277913848,Venn,,Mid-Cambridge,42.3765,-71.10685,Private room,88,7,16,2023-12-06,0.55,5,279,5,
45164940,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 shared bath,44939469,Jennifer,,Cambridgeport,42.3593,-71.11183,Private room,47,90,2,2023-10-28,0.10,4,299,1,
45518727,Condo in Cambridge · 2 bedrooms · 2 beds · 1 bath,88868429,Huaweilang,,Wellington-Harrington,42.37076,-71.09082,Entire home/apt,100,300,1,2020-10-26,0.03,1,365,0,
45609348,Condo in Cambridge · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,44939469,Jennifer,,Cambridgeport,42.35823,-71.11371,Private room,74,31,7,2023-04-30,0.20,4,267,1,
45609891,Rental unit in Cambridge · ★4.67 · 1 bedroom · 1 bed · 1 bath,34301226,Lisa,,Mid-Cambridge,42.37212,-71.10981,Entire home/apt,,3,3,2023-10-16,0.08,1,0,1,C0277150491
45732037,Rental unit in Cambridge · ★New · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,East Cambridge,42.36298,-71.0821,Entire home/apt,199,30,0,,,15,319,0,
45732102,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,East Cambridge,42.3646,-71.08421,Entire home/apt,199,30,0,,,15,323,0,
45732216,Rental unit in Cambridge · ★New · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,East Cambridge,42.36462080373482,-71.0834569616453,Entire home/apt,245,30,0,,,15,198,0,
45732378,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,22541573,Furnished Quarters,,East Cambridge,42.36333,-71.08231,Entire home/apt,209,30,2,2021-10-13,0.06,15,360,0,
45765398,Rental unit in Cambridge · 3 bedrooms · 2 beds · 1 bath,1662428,Dhruva,,Wellington-Harrington,42.37277,-71.09463,Entire home/apt,126,90,2,2020-12-31,0.05,1,0,0,
45989120,Condo in Cambridge · ★5.0 · 3 bedrooms · 2 beds · 1 bath,6627181,Carrie,,Neighborhood Nine,42.38691,-71.12202,Entire home/apt,434,3,14,2023-11-25,0.97,1,0,11,
46108993,Rental unit in Cambridge · ★4.86 · 4 bedrooms · 3 beds · 1 bath,373675137,Liya,,West Cambridge,42.37468175547767,-71.12210951128354,Entire home/apt,135,29,29,2023-08-14,0.75,43,86,5,
46128218,Condo in Cambridge · ★4.33 · 2 bedrooms · 2 beds · 1 bath,373675137,Liya,,North Cambridge,42.39272051306391,-71.13214136834335,Entire home/apt,71,29,15,2023-10-16,0.39,43,233,5,
46244582,Rental unit in Cambridge · ★4.56 · 3 bedrooms · 3 beds · 1 bath,373675137,Liya,,West Cambridge,42.37322242624265,-71.12368416653392,Entire home/apt,151,29,32,2023-06-19,0.85,43,103,4,
46331232,Rental unit in Cambridge · ★4.0 · 3 bedrooms · 2 beds · 1 bath,373675137,Liya,,North Cambridge,42.393678222519654,-71.1321033842697,Entire home/apt,85,29,9,2022-04-27,0.24,43,208,0,
46344417,Rental unit in Cambridge · ★4.80 · 3 bedrooms · 3 beds · 1 bath,373675137,Liya,,West Cambridge,42.37407229389279,-71.12395523700508,Entire home/apt,130,29,20,2023-08-09,0.53,43,235,6,
46345955,Rental unit in Cambridge · ★4.17 · 3 bedrooms · 1 bed · 1 bath,373675137,Liya,,North Cambridge,42.3925522047797,-71.13198397620047,Entire home/apt,117,29,12,2022-08-21,0.32,43,208,0,
46434097,Rental unit in Cambridge · ★4.0 · 2 bedrooms · 2 beds · 1 bath,373675137,Liya,,North Cambridge,42.39437303610396,-71.1326055956302,Entire home/apt,78,29,13,2023-04-19,0.45,43,233,2,
46471580,Rental unit in Cambridge · ★4.53 · 2 bedrooms · 2 beds · 1 bath,373675137,Liya,,North Cambridge,42.39221643117695,-71.13329646187074,Entire home/apt,81,29,15,2023-12-02,0.40,43,233,5,
46567085,Home in Cambridge · ★4.88 · 1 bedroom · 2 beds · 1 bath,364978346,Jacquelyn,,Strawberry Hill,42.3771,-71.1532,Entire home/apt,229,30,8,2023-04-18,0.50,1,365,3,
46601955,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,Cambridgeport,42.36063,-71.10224,Entire home/apt,179,30,2,2023-10-12,0.06,15,323,1,
46602011,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,East Cambridge,42.36527,-71.08462,Entire home/apt,245,30,2,2023-10-31,0.08,15,177,1,
46602118,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,Cambridgeport,42.36072,-71.10138,Entire home/apt,199,30,1,2022-01-22,0.04,15,312,0,
46636059,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,East Cambridge,42.36472,-71.08289,Entire home/apt,199,30,0,,,15,311,0,
46659113,Home in Somerville · ★4.80 · 1 bedroom · 1 bed · 1 private bath,277913848,Venn,,Mid-Cambridge,42.37622,-71.10556,Private room,98,7,10,2023-03-31,0.28,5,365,1,
46659757,Home in Somerville · ★4.79 · 1 bedroom · 1 bed · 1 shared bath,277913848,Venn,,Mid-Cambridge,42.37682,-71.10854,Private room,89,7,14,2023-12-06,0.46,5,365,5,
46660426,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36380330000001,-71.0997926,Entire home/apt,143,32,1,2022-05-27,0.05,162,323,0,
46660436,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36380330000001,-71.0997926,Entire home/apt,102,32,0,,,162,362,0,
46660463,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,161,32,2,2023-08-19,0.06,162,325,1,
46660483,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,196,32,0,,,162,358,0,
46660533,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,293,32,0,,,162,288,0,
46712324,Rental unit in Cambridge · ★4.73 · 3 bedrooms · 3 beds · 0 baths,373675137,Liya,,West Cambridge,42.372767930288106,-71.12265841005102,Entire home/apt,130,29,11,2023-07-07,0.30,43,87,1,
46777895,Rental unit in Cambridge · ★4.0 · 1 bedroom · 1 bed · 1 private bath,373675137,Liya,,North Cambridge,42.39261,-71.13423,Private room,236,10,6,2021-02-28,0.16,43,89,0,
46778268,Rental unit in Cambridge · ★4.13 · 2 bedrooms · 2 beds · 2 baths,373675137,Liya,,North Cambridge,42.39251211119196,-71.13336263070849,Entire home/apt,84,29,16,2023-12-17,0.47,43,222,7,
46780054,Boutique hotel in Cambridge · ★4.91 · 1 bedroom · 3 beds · 1 private bath,45011296,Lance,,Mid-Cambridge,42.36829,-71.10591,Private room,200,7,34,2023-05-22,0.96,8,310,5,135558
46816839,Home in Cambridge · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,7848820,Kris,,Mid-Cambridge,42.3709,-71.10104,Private room,73,2,6,2023-04-21,0.30,15,330,1,STR-148098
46819186,Rental unit in Cambridge · ★4.77 · 2 bedrooms · 2 beds · 1 bath,28692801,Abe,,Cambridgeport,42.35615,-71.11088,Entire home/apt,238,1,12,2023-07-06,0.62,1,0,4,173814
46819851,Rental unit in Cambridge · ★4.88 · 3 bedrooms · 2 beds · 1 bath,373675137,Liya,,West Cambridge,42.3732734574033,-71.1239283637122,Entire home/apt,125,29,17,2023-12-08,0.46,43,42,14,
46820093,Rental unit in Cambridge · ★4.29 · 4 bedrooms · 1 bath,373675137,Liya,,West Cambridge,42.37475117418044,-71.12255925275531,Entire home/apt,155,29,7,2023-02-12,0.20,43,101,1,
46822729,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,Cambridgeport,42.35918,-71.10225,Entire home/apt,189,30,0,,,15,312,0,
46830770,Home in Cambridge · ★4.78 · 1 bedroom · 2 beds · 1 shared bath,7848820,Kris,,Mid-Cambridge,42.370998,-71.101067,Private room,159,2,9,2023-11-19,0.39,15,365,3,STR-148098
46831036,Home in Cambridge · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,7848820,Kris,,Mid-Cambridge,42.3709,-71.10104,Private room,103,2,23,2023-11-26,0.94,15,300,18,STR-148098
46831184,Home in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,7848820,Kris,,Mid-Cambridge,42.3709,-71.10104,Private room,103,2,15,2023-11-12,0.41,15,298,8,STR-148098
46903645,Rental unit in Cambridge · ★4.20 · 3 bedrooms · 3 beds · 1 bath,373675137,Liya,,West Cambridge,42.37330155527035,-71.1222299102432,Entire home/apt,120,29,5,2022-07-31,0.15,43,173,0,
46956699,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Neighborhood Nine,42.38977,-71.13955,Entire home/apt,135,32,0,,,162,328,0,
46956721,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,North Cambridge,42.3980055,-71.13021660000001,Entire home/apt,181,32,2,2023-01-16,0.06,162,335,1,
47092360,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,195,32,0,,,162,290,0,
47092385,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,,32,2,2023-07-28,0.11,162,0,1,
47092403,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,282,32,0,,,162,268,0,
47201231,Rental unit in Cambridge · ★4.89 · 1 bedroom · 1 bed · 1 bath,381224890,Tom,,Mid-Cambridge,42.37196,-71.11256,Entire home/apt,129,4,9,2023-12-07,0.56,2,274,5,
47223523,Boutique hotel in Cambridge · ★4.83 · 1 bedroom · 2 beds · 1 private bath,45011296,Lance,,Mid-Cambridge,42.37043,-71.10384,Private room,189,7,40,2023-06-16,1.14,8,312,5,135558
47296747,Rental unit in Cambridge · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,74045635,Ian,,Cambridgeport,42.36187,-71.10282,Private room,79,1,139,2023-09-01,3.89,2,19,33,C0286570491
