id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
51708846,Home in Cambridge · ★4.67 · 1 bedroom · 1 bed · 1.5 shared baths,7848820,Kris,,The Port,42.36976,-71.09993,Private room,102,29,3,2023-08-30,0.11,15,365,1,STR-148098
51710894,Home in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,7848820,Kris,,Mid-Cambridge,42.36996,-71.10129,Private room,109,29,6,2023-11-30,0.38,15,341,4,STR-148098
51750324,Townhouse in Cambridge · 3 bedrooms · 3 beds · 2.5 baths,62982808,Nasser,,Mid-Cambridge,42.37122,-71.10845,Entire home/apt,350,30,1,2023-03-25,0.11,1,155,1,
51794432,Home in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,7848820,Kris,,Mid-Cambridge,42.37185,-71.10079,Private room,141,2,3,2022-07-20,0.12,15,305,0,STR-148098
51799709,Rental unit in Cambridge · ★4.94 · 2 bedrooms · 2 beds · 1 bath,11274561,Philip,,The Port,42.36676,-71.09751,Entire home/apt,232,4,48,2023-12-23,1.98,3,69,45,STR-62074
51981449,Guest suite in Cambridge · Studio · 1 bed · 1 bath,10825995,Mike,,Riverside,42.36446,-71.11376,Entire home/apt,128,91,1,2021-12-31,0.04,2,148,0,
52061257,Rental unit in Cambridge · 1 bedroom · 1 shared bath,421489033,Lijia,,Cambridgeport,42.36261,-71.09976,Private room,97,1,0,,,1,0,0,
52277955,Home in Cambridge · ★4.42 · 1 bedroom · 1 bed · 2 shared baths,229497500,Yudong,,Wellington-Harrington,42.36993,-71.09,Private room,39,30,12,2023-09-22,0.46,23,344,7,
52280430,Home in Cambridge · ★4.56 · 1 bedroom · 1 bed · 2 shared baths,229497500,Yudong,,Wellington-Harrington,42.36817,-71.09175,Private room,32,30,9,2023-07-31,0.36,23,223,3,
589165201873039084,Home in Cambridge · ★4.63 · 1 bedroom · 1 bed · 1 bath,814298,Thatch,,Agassiz,42.38507381023245,-71.11773083564206,Entire home/apt,138,1,19,2023-11-18,0.93,20,44,6,128734
52280623,Home in Cambridge · ★4.47 · 1 bedroom · 1 bed · 2 shared baths,229497500,Yudong,,Wellington-Harrington,42.37005,-71.09154,Private room,34,30,19,2023-11-10,0.72,23,263,11,
52387922,Home in Cambridge · ★4.36 · 1 bedroom · 1 bed · 2 shared baths,229497500,Yudong,,Wellington-Harrington,42.36837,-71.08961,Private room,47,30,11,2023-08-08,0.46,23,312,3,
52388294,Home in Cambridge · ★4.13 · 1 bedroom · 1 bed · 2 shared baths,229497500,Yudong,,Wellington-Harrington,42.36975,-71.08981,Private room,37,30,16,2023-10-21,0.69,23,294,8,
52389611,Home in Cambridge · ★4.57 · 1 bedroom · 1 bed · 2 shared baths,229497500,Yudong,,Wellington-Harrington,42.36974,-71.08988,Private room,37,30,14,2023-11-23,0.63,23,365,9,
52389721,Home in Cambridge · ★3.33 · 1 bedroom · 1 bed · 2 shared baths,229497500,Yudong,,Wellington-Harrington,42.37024,-71.09032,Private room,35,30,3,2023-07-05,0.29,23,330,3,
52396698,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,North Cambridge,42.3983825,-71.133804,Entire home/apt,193,32,0,,,162,330,0,
52396761,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,North Cambridge,42.3983825,-71.133804,Entire home/apt,232,32,0,,,162,299,0,
52405923,Rental unit in Cambridge · ★4.76 · 1 bedroom · 1 bed · 1 bath,413229641,Courtyard Boston,,Cambridgeport,42.35796,-71.11443,Entire home/apt,120,1,193,2023-12-23,7.11,2,277,81,814997946
52419649,Rental unit in Cambridge · 3 bedrooms · 3 beds · 2 baths,107434423,Blueground,,Wellington-Harrington,42.37053,-71.08995,Entire home/apt,286,32,0,,,162,0,0,
52454369,Boutique hotel in Cambridge · ★4.86 · 1 bedroom · 2 beds · 1 private bath,45011296,Lance,,Mid-Cambridge,42.37026,-71.10466,Private room,144,1,14,2023-10-09,0.51,8,312,5,135558
52476267,Boutique hotel in Cambridge · ★4.95 · 1 bedroom · 1 bed · 1 shared bath,45011296,Lance,,Mid-Cambridge,42.36809,-71.10476,Private room,96,14,41,2023-10-24,1.52,8,311,13,135558
52494735,Rental unit in Cambridge · ★4.60 · 1 bedroom · 1 bed · 1 private bath,394741679,Olena,,Riverside,42.36581,-71.11227,Private room,77,30,5,2023-08-12,0.22,15,210,1,
52497750,Rental unit in Cambridge · 1 bedroom · 1 shared bath,23983523,Aaron,,East Cambridge,42.36906,-71.0816,Private room,45,30,1,2022-08-01,0.06,1,365,0,
52501886,Rental unit in Cambridge · 3 bedrooms · 3 beds · 2 baths,107434423,Blueground,,Wellington-Harrington,42.37053,-71.08995,Entire home/apt,148,32,0,,,162,47,0,
52564040,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,187,32,0,,,162,296,0,
52795995,Rental unit in Cambridge · ★4.92 · 3 bedrooms · 3 beds · 2 baths,25221790,Jean,,Neighborhood Nine,42.38985,-71.12912,Entire home/apt,296,2,71,2023-11-19,2.66,1,87,23,148427
52853061,Rental unit in Cambridge · 3 bedrooms · 3 beds · 1 bath,145655051,Karen,,Cambridgeport,42.36428,-71.10219,Entire home/apt,270,91,1,2023-06-06,0.15,3,319,1,
52853281,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,187,32,1,2023-08-16,0.22,162,298,1,
52896389,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.37303,-71.07859,Entire home/apt,,32,0,,,162,0,0,
52921262,Boutique hotel in Cambridge · ★5.0 · 1 bedroom · 4 beds · 1 private bath,45011296,Lance,,Mid-Cambridge,42.36889,-71.10381,Private room,173,1,4,2022-09-04,0.15,8,312,0,
53273944,Condo in Cambridge · 2 bedrooms · 2 beds · 2 baths,96317029,Siyin,,Wellington-Harrington,42.37364,-71.09452,Entire home/apt,120,20,2,2022-05-22,0.09,1,0,0,
53409278,Rental unit in Cambridge · ★4.60 · 2 bedrooms · 2 beds · 1 bath,39343684,Chris,,Riverside,42.366799655001614,-71.11312875848523,Entire home/apt,137,30,5,2023-08-17,0.22,1,323,1,C0984769728
53525035,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,259,32,0,,,162,0,0,
53525050,Rental unit in Cambridge · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,411367498,Candide,,The Port,42.3658,-71.09912,Private room,50,1,120,2023-12-24,6.51,2,0,85,STR-165667
53540787,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,East Cambridge,42.36982,-71.07313,Entire home/apt,325,32,0,,,162,64,0,
53540799,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridge Highlands,42.3924213,-71.1458597,Entire home/apt,157,32,0,,,162,286,0,
53574737,Rental unit in Cambridge · ★4.92 · 2 bedrooms · 2 beds · 1.5 baths,710114,Jordan &,,West Cambridge,42.375156,-71.134804,Entire home/apt,279,2,52,2023-11-06,2.13,2,162,15,C0318860491
53619519,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridge Highlands,42.39242,-71.14586,Entire home/apt,156,32,1,2022-08-12,0.06,162,206,0,
53638194,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,Cambridge Highlands,42.39122950000001,-71.14578879999999,Entire home/apt,200,32,0,,,162,299,0,
53657370,Rental unit in Cambridge · 3 bedrooms · 3 beds · 1 bath,107434423,Blueground,,Wellington-Harrington,42.3707,-71.09005,Entire home/apt,227,32,0,,,162,204,0,
53794529,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,39254027,Laura Jane,,North Cambridge,42.39783,-71.13036,Entire home/apt,,1,2,2022-05-31,0.09,1,0,0,
53827724,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,406001662,Marcos,,Mid-Cambridge,42.3724,-71.11242,Entire home/apt,120,10,0,,,1,364,0,
53932942,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.37028,-71.07276,Entire home/apt,152,32,0,,,162,328,0,
53981182,Rental unit in Cambridge · ★4.58 · 2 bedrooms · 2 beds · 1 bath,43450256,Steve,,East Cambridge,42.36737,-71.0815,Entire home/apt,129,4,64,2023-11-26,2.63,52,250,39,
54064167,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Mid-Cambridge,42.3690974,-71.1088066,Entire home/apt,165,32,1,2023-11-09,0.61,162,234,1,
54078605,Rental unit in Cambridge · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,,Mid-Cambridge,42.36933,-71.10879,Entire home/apt,142,32,1,2023-06-02,0.14,162,341,1,
54159825,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,East Cambridge,42.36624,-71.084097,Entire home/apt,,32,0,,,162,0,0,
54240167,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,East Cambridge,42.36624,-71.084097,Entire home/apt,237,32,0,,,162,299,0,
54328233,Hotel in Cambridge · ★4.78 · 1 bedroom · 1 bed · 1 private bath,162885740,Hong,,North Cambridge,42.39422,-71.12544,Private room,88,1,76,2023-12-17,3.27,25,158,44,C0014490491
54362078,Condo in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 bath,3668535,Jonas,,Neighborhood Nine,42.380337610215754,-71.12354781384269,Entire home/apt,289,30,13,2023-12-02,2.69,5,0,13,
54368570,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,31552234,Alyssa,,Mid-Cambridge,42.368257964258625,-71.10838553390076,Entire home/apt,150,91,0,,,1,180,0,
539779772842501300,Rental unit in Cambridge · ★New · Studio · 1 bed · 1 bath,107434423,Blueground,,Area 2/MIT,42.362881,-71.08784,Entire home/apt,129,32,0,,,162,344,0,
543438884743961085,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,,32,0,,,162,0,0,
549053376229884393,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,198,32,0,,,162,299,0,
553212014281821672,Rental unit in Cambridge · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,31340713,Kama,,Riverside,42.36483,-71.10919,Entire home/apt,137,30,5,2023-08-25,0.59,6,221,5,
553444803315731851,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,245,32,0,,,162,225,0,
554149446811922669,Rental unit in Cambridge · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,,Mid-Cambridge,42.3693265,-71.1087922,Entire home/apt,204,32,0,,,162,272,0,
555228691792675796,Rental unit in Cambridge · ★3.80 · 2 bedrooms · 2 beds · 1.5 baths,266312920,STARS Of,,Riverside,42.36614,-71.11094,Entire home/apt,145,30,5,2023-08-13,0.24,6,221,2,
557098890922168973,Rental unit in Cambridge · 2 bedrooms · 2 beds · 1.5 baths,107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,142,32,0,,,162,365,0,
557101410881697215,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,153,32,0,,,162,336,0,
557101758872697371,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,126,32,0,,,162,364,0,
557102107863619106,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridgeport,42.3598579,-71.1009631,Entire home/apt,245,32,1,2022-12-31,0.08,162,172,1,
557861415631805188,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.3698228,-71.0731297,Entire home/apt,,32,0,,,162,0,0,
560726207699438496,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 2 beds · 1 bath,43450256,Steve,,Wellington-Harrington,42.37227,-71.08941,Entire home/apt,26,30,4,2023-06-12,0.27,52,248,2,
560782999379858921,Rental unit in Cambridge · 3 bedrooms · 3 beds · 1 bath,43450256,Steve,,Wellington-Harrington,42.37258,-71.0894,Entire home/apt,51,30,2,2023-06-26,0.12,52,247,1,
562904650702512130,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridgeport,42.35986,-71.10096,Entire home/apt,115,32,0,,,162,365,0,
562907622902357132,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.36487379999999,-71.0830428,Entire home/apt,221,32,0,,,162,121,0,
562910079747001300,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.36982,-71.07313,Entire home/apt,185,32,0,,,162,142,0,
562910621692803531,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.36487379999999,-71.0830428,Entire home/apt,224,32,0,,,162,177,0,
568695761453451378,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridge Highlands,42.39123,-71.14579,Entire home/apt,138,32,0,,,162,329,0,
571231467844769138,Home in Cambridge · 1 bedroom · 1 bed · 1 bath,229497500,Yudong,,Wellington-Harrington,42.36981,-71.09001,Entire home/apt,59,30,2,2023-11-02,0.50,23,208,2,
573750610076955959,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.37303,-71.07859,Entire home/apt,285,32,0,,,162,101,0,
576130772859764395,Condo in Cambridge · ★4.80 · 1 bedroom · 1 bed · 1 shared bath,8858331,Mandy,,North Cambridge,42.39822,-71.13035,Private room,115,1,5,2023-08-26,0.23,1,0,3,
577732854546265230,Bed and breakfast in Cambridge · 1 bedroom · 1 bed · 1 shared bath,188752288,Clement,,East Cambridge,42.37057,-71.08106,Private room,56,90,0,,,1,180,0,
579769776783219613,Hotel in Cambridge · ★4.62 · 1 bedroom · 1 bed · 1 private bath,162885740,Hong,,North Cambridge,42.39243,-71.12649,Private room,90,1,26,2023-11-12,1.34,25,65,17,
579808147150882931,Hotel in Cambridge · ★4.70 · 1 bedroom · 1 bed · 1 private bath,162885740,Hong,,North Cambridge,42.39491,-71.12643,Private room,88,1,50,2023-12-23,2.30,25,195,25,
583155579231125842,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.373028,-71.0785923,Entire home/apt,204,32,0,,,162,122,0,
583156362299641853,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36375950000001,-71.10030499999999,Entire home/apt,206,32,0,,,162,204,0,
583156733454046495,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36475,-71.09994,Entire home/apt,,32,0,,,162,0,0,
583442690752646511,Hotel in Cambridge · ★4.58 · 1 bedroom · 1 bed · 1 private bath,162885740,Hong,,North Cambridge,42.39352,-71.12716,Private room,88,1,86,2023-11-25,4.07,25,197,44,
583925819909710745,Rental unit in Cambridge · 2 bedrooms · 3 beds · 1 bath,122377513,Evolve,,Riverside,42.366,-71.11369,Entire home/apt,139,30,1,2022-11-05,0.07,1,364,0,C0984769728
584071397651925302,Boutique hotel in Cambridge · ★4.50 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Neighborhood Nine,42.38326,-71.1196,Private room,111,2,18,2023-09-17,0.90,20,54,3,
585226248959362617,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridge Highlands,42.3890044,-71.14460369999999,Entire home/apt,269,32,0,,,162,227,0,
585229041219697645,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,East Cambridge,42.3707,-71.07469,Entire home/apt,246,32,0,,,162,231,0,
587542313232761979,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,East Cambridge,42.370595,-71.074224,Entire home/apt,434,32,0,,,162,116,0,
587659068985780508,Boutique hotel in Cambridge · ★4.83 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Agassiz,42.38543,-71.11865,Private room,115,2,35,2023-12-01,1.70,20,57,15,128734
587675724382157490,Boutique hotel in Cambridge · ★4.85 · 1 bedroom · 2 beds · 1 private bath,814298,Thatch,,Agassiz,42.3835,-71.11803,Private room,138,2,13,2023-08-14,0.70,20,58,6,128734
587810796761966455,Home in Cambridge · ★4.75 · 3 bedrooms · 5 beds · 2 baths,234871707,Theresa,,Riverside,42.365,-71.10831,Entire home/apt,896,2,12,2023-12-10,0.62,1,316,10,STR-170464
588949789708020568,Boutique hotel in Cambridge · ★4.83 · 1 bedroom · 2 beds · 1 private bath,814298,Thatch,,Agassiz,42.38338,-71.1183,Private room,137,2,24,2023-12-10,1.16,20,58,19,128734
589131280044876375,Boutique hotel in Cambridge · ★4.76 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Neighborhood Nine,42.3854,-71.11947,Private room,137,2,17,2023-10-22,0.86,20,55,3,128734
589270818248441889,Boutique hotel in Cambridge · ★4.90 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Neighborhood Nine,42.38496,-71.11989,Private room,116,2,10,2023-09-23,0.51,20,55,4,128734
589311739984519565,Boutique hotel in Cambridge · ★4.93 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Agassiz,42.38518,-71.11775,Private room,137,2,15,2023-12-12,0.76,20,51,8,128734
589898743882940808,Boutique hotel in Cambridge · ★4.63 · 1 bedroom · 2 beds · 1 private bath,814298,Thatch,,Neighborhood Nine,42.38519,-71.11966,Private room,138,2,8,2023-08-27,0.40,20,59,4,128734
589926308140361965,Boutique hotel in Cambridge · ★4.68 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Neighborhood Nine,42.38534,-71.11984,Private room,110,2,22,2023-11-02,1.07,20,54,12,128734
590028685092360589,Boutique hotel in Cambridge · ★4.80 · 1 bedroom · 2 beds · 1 private bath,814298,Thatch,,Agassiz,42.38512,-71.11852,Private room,138,1,30,2023-12-10,1.45,20,55,9,128734
592638728118529771,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,Area 2/MIT,42.362881,-71.08784,Entire home/apt,192,32,1,2023-05-17,0.13,162,290,1,
592883195899752305,Boutique hotel in Cambridge · ★4.63 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Agassiz,42.38496,-71.1179,Private room,111,2,16,2023-11-05,0.78,20,54,5,128734
592885617036405071,Boutique hotel in Cambridge · ★4.50 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Neighborhood Nine,42.3851,-71.1196,Private room,110,2,4,2023-09-08,0.23,20,58,1,128734
592968776070404751,Boutique hotel in Cambridge · ★4.33 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Agassiz,42.38317,-71.11952,Private room,115,2,9,2023-10-24,0.44,20,59,3,128734
594328584876275034,Home in Cambridge · ★4.69 · 1 bedroom · 1 bed · 1 bath,814298,Thatch,,Agassiz,42.383412115559345,-71.11913178716317,Entire home/apt,112,1,13,2023-08-27,0.64,20,57,4,128734
594362872467802352,Boutique hotel in Cambridge · ★4.62 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Agassiz,42.38351,-71.11943,Private room,116,2,21,2023-11-07,1.02,20,54,9,128734
594368718724038692,Boutique hotel in Cambridge · ★4.74 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Neighborhood Nine,42.38354,-71.1199,Private room,115,2,23,2023-11-04,1.12,20,48,11,128734
596300774811892684,Condo in Cambridge · 2 bedrooms · 3 beds · 2 baths,7918311,Dina,,North Cambridge,42.3987,-71.13244,Entire home/apt,267,91,0,,,2,365,0,
596304791569205660,Condo in Cambridge · ★5.0 · 1 bedroom · 1 bed · 1 private bath,4312251,Sarah,,Neighborhood Nine,42.38903,-71.12893,Private room,125,2,11,2022-11-13,0.56,2,10,0,
598403561534897310,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.3707,-71.07469,Entire home/apt,,32,0,,,162,0,0,
598974905522747046,Rental unit in Cambridge · ★4.96 · 2 bedrooms · 2 beds · 1 bath,452982315,Flor,,Strawberry Hill,42.37583,-71.15446,Entire home/apt,,3,24,2023-06-04,1.20,1,0,12,
599324404655367395,Boutique hotel in Cambridge · ★4.73 · 1 bedroom · 1 bed · 1 private bath,814298,Thatch,,Agassiz,42.38339,-71.11791,Private room,115,2,11,2023-10-30,0.54,20,56,6,128734
602906735271842245,Rental unit in Cambridge · 2 bedrooms · 2 beds · 1 bath,145655051,Karen,,The Port,42.36456,-71.10169,Entire home/apt,165,91,0,,,3,238,0,
604224307090023387,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,East Cambridge,42.370595,-71.074224,Entire home/apt,285,32,0,,,162,184,0,
604948697680076098,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.36982,-71.07313,Entire home/apt,173,32,1,2022-08-06,0.06,162,234,0,
604949196079011955,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.36982,-71.07313,Entire home/apt,177,32,1,2022-10-16,0.07,162,309,0,
607684207766749699,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridgeport,42.36089399999999,-71.1025689,Entire home/apt,125,32,2,2023-10-06,0.15,162,365,1,
609169815689919508,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.3640528,-71.0835716,Entire home/apt,164,32,0,,,162,339,0,
609172001257104153,Rental unit in Cambridge · Studio · 1 bed · 1 bath,107434423,Blueground,,The Port,42.36376,-71.10031,Entire home/apt,230,32,0,,,162,218,0,
610709553203690333,Condo in Cambridge · 2 bedrooms · 2 beds · 1 bath,182658964,Teresa,,Neighborhood Nine,42.378971,-71.120674,Entire home/apt,,7,1,2022-05-30,0.05,1,0,0,
610907392915480050,Rental unit in Cambridge · ★5.0 · 2 bedrooms · 1 bed · 1 bath,6030020,Jason,,Cambridgeport,42.35842,-71.1107,Entire home/apt,250,21,4,2023-07-25,0.29,5,365,3,
611876104515092487,Rental unit in Cambridge · ★4.0 · 4 bedrooms · 4 beds · 1 bath,380623623,Sofia,,West Cambridge,42.37354,-71.12191,Entire home/apt,115,29,3,2023-07-25,0.27,2,232,3,
612962413785033924,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,9793577,Catalina,,Riverside,42.37054,-71.11581,Entire home/apt,159,18,2,2023-08-24,0.45,6,166,2,
613941639077331824,Home in Somerville · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,277913848,Venn,,Mid-Cambridge,42.37785,-71.10712,Private room,127,7,5,2023-10-13,0.26,5,299,2,
614491673402329392,Rental unit in Cambridge · ★4.85 · 1 bedroom · 1 bed · 1 shared bath,411367498,Candide,,The Port,42.36651,-71.09693,Private room,51,1,148,2023-12-16,8.16,2,0,92,STR-165667
615078951681055283,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridge Highlands,42.389,-71.1446,Entire home/apt,171,32,1,2023-03-12,0.10,162,268,1,
615083974254655575,Rental unit in Cambridge · 2 bedrooms · 2 beds · 2 baths,107434423,Blueground,,Cambridgeport,42.36444,-71.1047,Entire home/apt,182,32,1,2022-08-20,0.06,162,328,0,
615906806974486700,Serviced apartment in Cambridge · ★4.53 · 2 bedrooms · 5 beds · 1 bath,168766712,Ciarán,,Wellington-Harrington,42.37232,-71.09756,Entire home/apt,300,2,17,2023-11-19,1.43,1,303,17,C0399460491
616571757662863762,Rental unit in Cambridge · ★4.23 · 2 bedrooms · 2 beds · 1 bath,86944816,Nicanor,,Riverside,42.36682,-71.11045,Entire home/apt,195,5,13,2023-11-15,0.67,1,79,8,
618155510192385373,Home in Cambridge · ★4.97 · 5 bedrooms · 7 beds · 3.5 baths,115369531,V,,Agassiz,42.38511,-71.11804,Entire home/apt,1029,2,34,2023-12-10,2.30,2,0,28,STR-189286
618669349044634860,Condo in Cambridge · 2 bedrooms · 2 beds · 1 bath,1788405,Jared,,Neighborhood Nine,42.38283,-71.12331,Entire home/apt,230,30,0,,,1,240,0,
618715040520766667,Home in Cambridge · ★4.89 · 3 bedrooms · 3 beds · 1.5 baths,40819826,Marc,,Neighborhood Nine,42.38583,-71.12011,Entire home/apt,,2,9,2023-08-23,0.46,1,0,8,
618831683592117628,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,22541573,Furnished Quarters,,East Cambridge,42.3639,-71.0842,Entire home/apt,209,30,0,,,15,312,0,
620351115192130942,Rental unit in Cambridge · ★4.78 · 1 bedroom · 1 bed · 1 bath,16241860,Isabel,,The Port,42.36955,-71.10055,Entire home/apt,120,1,112,2023-12-21,5.61,11,321,67,
620451076062142750,casa particular in Cambridge · ★4.82 · 1 bedroom · 1 bed · 1 private bath,16241860,Isabel,,Mid-Cambridge,42.36996,-71.10218,Private room,86,1,106,2023-12-19,5.34,11,0,60,
622389945250297747,casa particular in Cambridge · ★4.73 · 1 bedroom · 1 bed · 1 shared bath,16241860,Isabel,,Mid-Cambridge,42.37008,-71.10227,Private room,86,1,139,2023-12-20,7.02,11,0,84,
623835892765058460,casa particular in Cambridge · ★4.84 · 1 bedroom · 1 bed · 1 private bath,16241860,Isabel,,Mid-Cambridge,42.36939,-71.10237,Private room,86,1,119,2023-12-15,6.09,11,329,72,
623961563501401503,casa particular in Cambridge · ★4.69 · 1 bedroom · 1 bed · 1 shared bath,16241860,Isabel,,Mid-Cambridge,42.37122,-71.10205,Private room,55,1,104,2023-12-18,5.26,11,251,65,
625823728061276620,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,East Cambridge,42.370595,-71.074224,Entire home/apt,299,32,0,,,162,225,0,
631422787329168204,Hotel in Cambridge · ★4.74 · 1 bedroom · 1 bed · 1 private bath,162885740,Hong,,North Cambridge,42.393642,-71.12606,Private room,88,1,34,2023-12-02,1.75,25,190,16,
633276447851296684,Rental unit in Cambridge · 4 bedrooms · 4 beds · 2 baths,21146457,Sebastián,,Mid-Cambridge,42.3755,-71.10715,Entire home/apt,,2,1,2022-06-12,0.05,1,0,0,
634543996402935327,Rental unit in Cambridge · 2 bedrooms · 2 beds · 1 bath,107434423,Blueground,,East Cambridge,42.36624,-71.0841,Entire home/apt,198,32,1,2023-11-04,0.56,162,328,1,
637571846219690625,Home in Cambridge · ★4.83 · 1 bedroom · 1 bed · 1 private bath,7848820,Kris,,Mid-Cambridge,42.37017,-71.1019,Private room,205,29,6,2023-10-19,0.35,15,365,3,C7362378003
639282488199028107,Hotel in Cambridge · ★4.91 · 1 bedroom · 1 bed · 1 private bath,162885740,Hong,,North Cambridge,42.39246,-71.12691,Private room,80,7,11,2023-11-22,0.61,25,175,7,
639539909040945926,Rental unit in Cambridge · 1 bedroom · 1 bed · 1 bath,107434423,Blueground,,Cambridgeport,42.36089399999999,-71.1025689,Entire home/apt,206,32,0,,,162,261,0,
